PerturbationName	chr	start	end	enhancer.name	H3K27ac.RPM.ctrl	H3K27ac.RPM.ctrl.sem	H3K27ac.KO.RPM	H3K27ac.KO.RPM.sem	enh.krab.dist	H3K27ac.RPM.ctrl.at.PerturbationSite	H3K27ac.RPM.ctrl.sem.at.PerturbationSite	H3K27ac.RPM.KO.at.PerturbationSite	H3K27ac.RPM.KO.sem.at.PerturbationSite
e1_crispri	chr8	126953936	126954886	NA	3.37994446648345	0.0711491422153016	2.90836831815074	0.238617671396123	1956764.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128812901	128813401	NA	0.645797440959821	0.0228422420340916	0.446075842985854	0.125469690834352	98024.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128818994	128819494	NA	0.186496459123267	0.0132134228715919	0.19975357460119	0.0593160578954282	91931.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128832264	128832764	NA	0.319331788002364	0.0144061487603329	0.226313506936781	0.0722220922092074	78661.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128834736	128835236	NA	0.371042246810289	0.0138827503939185	0.119382632532562	0.0261381907496925	76189.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128843770	128844648	NA	0.363663568559188	0.016254009890198	0.29046859081376	0.101787924667729	66966.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128856579	128857079	NA	2.91594788399773	0.0557401090185225	1.49319854823292	0.063062355696619	54346.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128857489	128858445	NA	2.86901615060722	0.10177949896464	2.32771874206049	0.32170345072678	53208.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128858589	128859089	NA	0.651306187294703	0.0252962528640593	0.865613675875547	0.0682132632961437	52336.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128863601	128864101	NA	0.835669449320234	0.0239397191573309	1.19322691082371	0.146729068210174	47324.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128864152	128864773	NA	1.42948781235328	0.0273862655942177	1.25704394238167	0.177750313493586	46713	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128866382	128867184	NA	7.16642470627206	0.134187067292883	6.18760609682596	0.21934930574765	44392.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128871939	128872439	NA	1.57171128491869	0.0378439001218791	1.3778851744217	0.0801754973265564	38986.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128878569	128879069	NA	0.396003253749434	0.0224587111236421	0.578525104755822	0.070273442105307	32356.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128882201	128882701	NA	0.490723601078782	0.0153547980188629	0.467422959939044	0.050890783411044	28724.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128887732	128888232	NA	1.07000334878646	0.0373974598143321	0.637404085170748	0.0155135671898174	23193.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128889402	128889902	NA	0.444663019729775	0.0185484617282716	0.430359645584741	0.0220939235639868	21523.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128896449	128896949	NA	0.0626691587269826	0.00492425718162676	0.116933696858466	0.0366000646286337	14476.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128897322	128897822	NA	0.305746463109718	0.0112849412171962	0.269515864631382	0.0750167407455014	13603.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128899167	128899667	NA	0.190121069679968	0.0117133146390108	0.0514960110681851	0.015949135163213	11758.5	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
e1_crispri	chr8	128902119	128903032	NA	3.92811978152236	0.0706730628869387	2.59108241750203	0.15500586909001	8600	77.7398456611107	0.0930878695744721	13.367537003344	0.741931405125198
